Employee_ID;First Name;Last Name;Gender;State;City;Education Level;Birthdate;Hiredate;Termdate;Termination_Reason;Department;Job Title;Salary;Salary_Band;Performance Rating;Engagement_Score;Last_Promotion_Date;Remote_Eligible;Overtime
00-83542887;Lisa;Adams;Male;New York;New York City;High School;13/12/1995;02/11/2017;30/04/2018;Voluntary - Better Opportunity;Customer Service;Help Desk Technician;80624;Band 2 (25-50%);Excellent;;;No;No
00-38210242;Jacqueline;Reyes;Female;New York;New York City;Bachelor;15/12/1973;16/01/2019;15/07/2019;Involuntary - Redundancy;Operations;Logistics Coordinator;51593;Band 1 (Bottom 25%);Good;;;No;Yes
00-97873101;Michele;Walker;Male;New York;New York City;Bachelor;15/05/1979;14/11/2018;04/02/2022;Involuntary - Redundancy;Sales;Sales Representative;87213;Band 3 (50-75%);Good;;;No;Yes
00-38682516;Samantha;Bailey;Female;New York;New York City;Bachelor;12/05/2000;14/11/2020;13/05/2021;Involuntary - Redundancy;Operations;Inventory Specialist;60752;Band 1 (Bottom 25%);Good;;;No;Yes
00-98429450;Laura;Perez;Male;New York;New York City;PhD;11/10/1965;10/01/2016;20/10/2021;Voluntary - Relocation;Sales;Sales Consultant;104851;Band 3 (50-75%);Excellent;;;No;No
00-94951883;Donna;Ross;Female;New York;New York City;Bachelor;06/11/1969;19/04/2021;27/04/2022;Voluntary - Better Opportunity;Sales;Sales Representative;78231;Band 2 (25-50%);Good;;;No;No
00-41523529;Michelle;Rasmussen;Female;North Carolina;Greensboro;Master;23/10/1999;19/04/2022;16/10/2022;Voluntary - Better Opportunity;IT;Software Developer;103226;Band 2 (25-50%);Excellent;;;Yes;No
00-36726767;Michael;Hicks;Male;Illinois;Chicago;Bachelor;14/01/1999;21/09/2017;01/04/2024;Voluntary - Career Change;Sales;Sales Representative;80220;Band 3 (50-75%);Good;;;No;No
00-73771720;Tina;Herrera;Male;New York;New York City;PhD;11/09/1991;11/01/2021;10/07/2021;Voluntary - Better Opportunity;Finance;Financial Analyst;94873;Band 2 (25-50%);Excellent;;;Yes;Yes
00-65625330;Darrell;Waller;Male;New York;New York City;Bachelor;07/12/1973;11/03/2023;07/09/2023;Involuntary - Performance;Sales;Sales Representative;85907;Band 3 (50-75%);Satisfactory;;;No;No
00-61536717;Beverly;Terrell;Female;Michigan;Warren;Bachelor;01/01/1976;15/01/2020;13/07/2020;Voluntary - Better Opportunity;Customer Service;Customer Service Representative;62665;Band 1 (Bottom 25%);Good;;;No;Yes
00-98054615;Daniel;Hamilton;Male;New York;New York City;Bachelor;12/01/1982;10/10/2022;08/04/2023;Voluntary - Better Opportunity;Sales;Sales Representative;67463;Band 1 (Bottom 25%);Good;;;No;No
00-67062156;Kristin;Graham;Female;Michigan;Warren;Bachelor;18/08/1982;18/07/2017;22/11/2021;Voluntary - Better Opportunity;Operations;Inventory Specialist;64301;Band 1 (Bottom 25%);Good;;;No;No
00-72350830;Darrell;Lam;Female;New York;New York City;Bachelor;16/06/1993;14/03/2016;25/07/2018;Voluntary - Career Change;IT;IT Support Specialist;60669;Band 1 (Bottom 25%);Excellent;;;No;No
00-26288475;Jonathan;Fletcher;Female;New York;New York City;Bachelor;05/06/1971;01/01/2019;20/08/2024;Voluntary - Career Change;Operations;Inventory Specialist;64894;Band 1 (Bottom 25%);Satisfactory;;;No;No
00-81287314;April;Drake;Female;New York;New York City;High School;15/10/1975;23/09/2018;22/03/2019;Involuntary - Redundancy;Operations;Inventory Specialist;58735;Band 1 (Bottom 25%);Needs Improvement;;;No;No
00-69401199;Jennifer;Harmon;Male;New York;New York City;Bachelor;05/07/1975;18/09/2021;17/03/2022;Voluntary - Better Opportunity;Sales;Sales Representative;63103;Band 1 (Bottom 25%);Good;;;No;No
00-67276174;James;Reynolds;Male;New York;New York City;Bachelor;09/01/1997;15/09/2017;13/03/2018;Involuntary - Performance;Operations;Operations Analyst;77637;Band 2 (25-50%);Needs Improvement;;;No;Yes
00-31361812;Samantha;Hanson;Female;New York;New York City;PhD;24/01/1983;15/09/2022;14/03/2023;Voluntary - Better Opportunity;Sales;Sales Consultant;86316;Band 1 (Bottom 25%);Excellent;;;No;No
00-44788100;Melanie;Cortez;Female;New York;New York City;Bachelor;21/02/1987;27/04/2022;24/10/2022;Involuntary - Redundancy;Sales;Sales Representative;73941;Band 2 (25-50%);Good;;;No;No
00-79967676;William;Estrada;Male;New York;New York City;Bachelor;04/03/1985;07/05/2019;24/08/2020;Voluntary - Career Change;Operations;Operations Manager;109389;Band 2 (25-50%);Good;;;No;Yes
00-69038700;Richard;Phillips;Female;New York;New York City;Bachelor;04/10/2001;19/02/2016;;;Operations;Operations Analyst;98932;Band 4 (Top 25%);Satisfactory;3.0;15/11/2019;No;No
00-46468984;James;Ortega;Male;New York;New York City;Bachelor;09/11/1980;28/05/2018;13/05/2024;Voluntary - Personal Reasons;Sales;Sales Specialist;87800;Band 3 (50-75%);Satisfactory;;;No;No
00-28572252;Erica;Orr;Male;New York;New York City;Bachelor;16/11/1988;28/08/2017;06/11/2022;Voluntary - Career Change;IT;IT Support Specialist;94694;Band 4 (Top 25%);Satisfactory;;;No;Yes
00-30509175;Ashley;Sullivan;Male;New York;New York City;High School;07/10/1982;20/11/2022;19/05/2023;Involuntary - Performance;Operations;Inventory Specialist;60144;Band 1 (Bottom 25%);Needs Improvement;;;No;No
00-64707061;Aaron;Mitchell;Female;New York;New York City;Bachelor;23/05/1992;16/06/2018;13/12/2018;Voluntary - Personal Reasons;IT;Software Developer;98862;Band 2 (25-50%);Satisfactory;;;Yes;Yes
00-18357162;Kristi;Lawson;Male;Michigan;Detroit;Bachelor;06/02/1968;06/05/2017;;;Operations;Inventory Specialist;103322;Band 4 (Top 25%);Satisfactory;2.6;20/07/2020;No;No
00-88393811;Steven;Ramos;Female;New York;New York City;Bachelor;16/05/1995;23/03/2024;19/09/2024;Involuntary - Redundancy;Operations;Logistics Coordinator;59301;Band 1 (Bottom 25%);Satisfactory;;;No;Yes
00-87267850;William;Leon;Female;New York;New York City;High School;28/10/1997;06/11/2018;05/05/2019;Involuntary - Performance;Marketing;Content Creator;55810;Band 1 (Bottom 25%);Needs Improvement;;;Yes;No
00-50079111;Jill;Hopkins;Male;New York;New York City;PhD;13/08/1993;21/04/2022;09/06/2024;Voluntary - Relocation;Sales;Sales Specialist;65560;Band 1 (Bottom 25%);Excellent;;;No;No
00-83300637;Zachary;Schultz;Male;New York;New York City;Bachelor;13/10/1998;11/05/2023;07/11/2023;Voluntary - Better Opportunity;IT;IT Support Specialist;70936;Band 2 (25-50%);Good;;;No;No
00-39450273;Clarence;Crane;Male;New York;New York City;High School;13/10/1999;02/04/2017;;;Operations;Inventory Specialist;82935;Band 4 (Top 25%);Needs Improvement;2.5;;No;Yes
00-62191530;Emily;Walker;Female;North Carolina;Charlotte;Master;22/03/1960;19/03/2018;15/09/2018;Involuntary - Redundancy;IT;Software Developer;98821;Band 2 (25-50%);Good;;;Yes;No
00-64266464;Dylan;Williams;Male;New York;New York City;High School;07/12/1985;04/07/2022;31/12/2022;Involuntary - Performance;Operations;Inventory Specialist;53085;Band 1 (Bottom 25%);Needs Improvement;;;No;Yes
00-93517915;Cheryl;Mack;Female;Ohio;Cleveland;Bachelor;17/09/1996;25/06/2020;22/12/2020;Voluntary - Career Change;Customer Service;Customer Service Representative;58492;Band 1 (Bottom 25%);Satisfactory;;;No;No
00-85751409;Robert;Soto;Female;New York;New York City;Bachelor;04/05/1998;17/03/2022;13/09/2022;Voluntary - Career Change;Operations;Inventory Specialist;57430;Band 1 (Bottom 25%);Satisfactory;;;No;Yes
00-67527432;Jennifer;Cruz;Female;Ohio;Cincinnati;Bachelor;20/07/1972;05/06/2017;17/12/2021;Involuntary - Redundancy;Operations;Inventory Specialist;71347;Band 2 (25-50%);Good;;;No;No
00-16749089;John;Douglas;Female;Michigan;Grand Rapids;High School;19/04/1996;03/01/2017;24/09/2021;Involuntary - Performance;Customer Service;Help Desk Technician;69319;Band 1 (Bottom 25%);Needs Improvement;;;No;No
00-71028710;Patricia;Dalton;Female;New York;New York City;High School;04/08/1971;10/12/2018;23/05/2021;Voluntary - Relocation;Customer Service;Customer Service Representative;70597;Band 2 (25-50%);Excellent;;;No;No
00-66581473;Daniel;Coleman;Male;Michigan;Warren;Bachelor;15/11/1983;10/03/2017;07/05/2024;Voluntary - Personal Reasons;Marketing;Content Creator;89289;Band 4 (Top 25%);Good;;;Yes;Yes
00-12601580;Linda;Dominguez;Female;New York;New York City;Bachelor;27/01/1988;30/06/2022;27/12/2022;Voluntary - Career Change;Customer Service;Customer Service Representative;50167;Band 1 (Bottom 25%);Good;;;No;No
00-40094589;Brent;Wright;Male;New York;New York City;Master;02/03/1994;26/11/2022;25/05/2023;Voluntary - Better Opportunity;IT;System Administrator;69647;Band 1 (Bottom 25%);Excellent;;;Yes;Yes
00-14164775;David;Anderson;Female;New York;New York City;Bachelor;27/06/1985;29/06/2024;26/12/2024;Involuntary - Performance;Customer Service;Customer Service Manager;65190;Band 1 (Bottom 25%);Needs Improvement;;;No;No
00-12735359;Elizabeth;Travis;Female;New York;New York City;Bachelor;17/11/2002;20/08/2021;16/02/2022;Voluntary - Better Opportunity;Sales;Sales Representative;68957;Band 1 (Bottom 25%);Good;;;No;No
00-73560289;Logan;Fischer;Male;New York;New York City;Bachelor;24/07/1971;21/06/2022;18/12/2022;Involuntary - Redundancy;Sales;Sales Representative;62018;Band 1 (Bottom 25%);Satisfactory;;;No;Yes
00-72415804;Cheyenne;Ball;Male;Michigan;Grand Rapids;Bachelor;23/10/1981;16/07/2022;12/01/2023;Voluntary - Career Change;IT;Software Developer;95761;Band 1 (Bottom 25%);Good;;;Yes;Yes
00-91321540;Ronald;Meadows;Male;New York;New York City;Bachelor;28/10/1973;23/06/2021;20/12/2021;Voluntary - Personal Reasons;Marketing;SEO Specialist;73746;Band 2 (25-50%);Satisfactory;;;Yes;No
00-25372341;Phyllis;Manning;Male;New York;New York City;Bachelor;15/07/1997;04/07/2023;31/12/2023;Voluntary - Personal Reasons;Operations;Logistics Coordinator;71181;Band 2 (25-50%);Satisfactory;;;No;Yes
00-24508768;Shannon;Walton;Male;New York;New York City;Bachelor;15/03/1972;22/11/2020;21/05/2021;Involuntary - Redundancy;IT;Software Developer;91493;Band 1 (Bottom 25%);Good;;;Yes;No
00-60372847;Dana;Cannon;Male;Michigan;Grand Rapids;Bachelor;02/02/1995;22/07/2019;08/06/2022;Voluntary - Personal Reasons;Sales;Sales Representative;88834;Band 4 (Top 25%);Satisfactory;;;No;No
00-20200074;Todd;Allen;Female;New York;New York City;Bachelor;12/10/1972;19/06/2020;16/12/2020;Voluntary - Career Change;Finance;Financial Analyst;90873;Band 2 (25-50%);Good;;;Yes;No
00-23676961;Chris;Mitchell;Female;New York;New York City;Bachelor;29/10/1962;16/04/2022;13/10/2022;Voluntary - Career Change;Marketing;SEO Specialist;88472;Band 3 (50-75%);Good;;;Yes;No
00-90585882;Matthew;Orozco;Female;New York;New York City;Bachelor;14/10/2001;01/02/2023;31/07/2023;Voluntary - Career Change;Marketing;Content Creator;62992;Band 1 (Bottom 25%);Excellent;;;Yes;No
00-15512205;Devon;Hall;Male;New York;New York City;Bachelor;04/06/1969;27/09/2018;07/08/2021;Involuntary - Redundancy;Sales;Sales Representative;86939;Band 3 (50-75%);Satisfactory;;;No;No
00-59737181;Eric;Lewis;Male;New York;New York City;PhD;02/09/1968;10/06/2016;12/05/2021;Voluntary - Career Change;Sales;Sales Specialist;90028;Band 3 (50-75%);Excellent;;;No;No
00-11698142;Rick;Daniels;Male;New York;New York City;Bachelor;20/10/1993;11/06/2023;08/12/2023;Involuntary - Redundancy;Customer Service;Help Desk Technician;83445;Band 2 (25-50%);Satisfactory;;;No;Yes
00-68186525;Bryan;Wall;Male;Illinois;Naperville;High School;29/04/1975;31/05/2024;27/11/2024;Voluntary - Better Opportunity;Customer Service;Customer Service Representative;62268;Band 1 (Bottom 25%);Excellent;;;No;No
00-71705170;Rebecca;Silva;Male;New York;New York City;Master;28/05/1970;28/09/2022;27/03/2023;Involuntary - Redundancy;IT;System Administrator;94000;Band 2 (25-50%);Good;;;Yes;Yes
00-80027662;Andrew;Gilmore;Male;New York;New York City;Bachelor;26/11/1983;11/08/2018;07/02/2019;Voluntary - Personal Reasons;Operations;Inventory Specialist;66535;Band 2 (25-50%);Good;;;No;Yes
00-82232344;Omar;Smith;Female;New York;New York City;Master;02/06/1972;17/05/2023;13/11/2023;Voluntary - Better Opportunity;Sales;Sales Consultant;91832;Band 2 (25-50%);Excellent;;;No;No
00-89520597;Kenneth;Price;Female;North Carolina;Charlotte;High School;06/02/1981;13/12/2017;14/06/2019;Involuntary - Redundancy;Customer Service;Help Desk Technician;89714;Band 3 (50-75%);Needs Improvement;;;No;No
00-21631697;Stephanie;Barnes;Male;Illinois;Naperville;Master;10/06/1987;18/10/2017;16/04/2018;Voluntary - Better Opportunity;Sales;Sales Manager;121021;Band 3 (50-75%);Excellent;;;No;Yes
00-72372114;Jessica;Marsh;Female;New York;New York City;Bachelor;26/06/1973;14/12/2020;12/06/2021;Voluntary - Better Opportunity;Sales;Sales Consultant;77797;Band 1 (Bottom 25%);Good;;;No;No
00-55150390;Jeffrey;Robinson;Male;New York;New York City;Bachelor;16/09/1983;19/06/2015;03/09/2018;Involuntary - Performance;Customer Service;Customer Service Representative;74171;Band 3 (50-75%);Satisfactory;;;No;No
00-75437844;Todd;Price;Male;Michigan;Detroit;High School;23/04/1986;17/09/2017;16/03/2018;Involuntary - Performance;IT;IT Support Specialist;57688;Band 1 (Bottom 25%);Needs Improvement;;;No;Yes
00-47535126;Erin;Powell;Male;New York;New York City;Master;02/02/1992;06/03/2023;02/09/2023;Voluntary - Better Opportunity;Sales;Sales Consultant;73087;Band 1 (Bottom 25%);Excellent;;;No;No
00-84597009;Mary;Calhoun;Female;New York;New York City;Bachelor;16/05/1980;30/08/2015;11/06/2020;Involuntary - Performance;Operations;Inventory Specialist;79108;Band 4 (Top 25%);Needs Improvement;;;No;No
00-42394260;Amanda;Meadows;Female;North Carolina;Charlotte;Bachelor;08/09/1969;18/08/2022;14/02/2023;Voluntary - Career Change;Finance;Accountant;71924;Band 1 (Bottom 25%);Good;;;Yes;Yes
00-42255732;Anne;Johnson;Male;New York;New York City;Bachelor;07/07/1960;07/09/2022;06/03/2023;Voluntary - Career Change;IT;Software Developer;100930;Band 2 (25-50%);Good;;;Yes;No
00-75876924;Roy;Camacho;Female;New York;New York City;Bachelor;15/04/1966;12/03/2019;08/09/2019;Voluntary - Better Opportunity;Customer Service;Support Specialist;70766;Band 2 (25-50%);Good;;;No;No
00-49491631;Brent;Gray;Female;Michigan;Detroit;Bachelor;19/08/1989;24/03/2017;12/12/2023;Voluntary - Career Change;Marketing;Content Creator;65563;Band 2 (25-50%);Satisfactory;;;Yes;No
00-51098277;Shawn;Rogers;Female;Pennsylvania;Philadelphia;Bachelor;26/05/1969;08/12/2022;06/06/2023;Voluntary - Personal Reasons;Sales;Sales Representative;62541;Band 1 (Bottom 25%);Satisfactory;;;No;Yes
00-84285882;Nicholas;Walton;Female;Michigan;Grand Rapids;PhD;07/04/1990;19/11/2020;18/05/2021;Voluntary - Better Opportunity;Sales;Sales Specialist;79846;Band 2 (25-50%);Excellent;;;No;No
00-83871890;Robert;Conley;Female;New York;New York City;Bachelor;18/10/1961;02/07/2018;29/01/2020;Involuntary - Redundancy;Customer Service;Customer Service Representative;63772;Band 1 (Bottom 25%);Good;;;No;Yes
00-46361787;Andrew;Ryan;Male;New York;New York City;Bachelor;08/12/1977;16/05/2018;12/11/2018;Voluntary - Better Opportunity;Sales;Sales Consultant;89448;Band 2 (25-50%);Good;;;No;No
00-35848226;Jeffrey;Jones;Female;New York;New York City;Bachelor;31/01/1992;11/09/2018;10/03/2019;Involuntary - Redundancy;Marketing;Marketing Coordinator;50339;Band 1 (Bottom 25%);Satisfactory;;;Yes;No
00-34850391;Billy;Johnson;Female;Pennsylvania;Philadelphia;Bachelor;04/11/1976;07/04/2017;23/12/2024;Voluntary - Better Opportunity;Sales;Sales Representative;79817;Band 2 (25-50%);Good;;;No;No
00-47111151;James;Smith;Female;New York;New York City;Master;24/04/1990;01/03/2022;28/08/2022;Voluntary - Better Opportunity;IT;System Administrator;67817;Band 1 (Bottom 25%);Excellent;;;Yes;No
00-47983442;John;Wells;Female;North Carolina;Charlotte;Master;02/08/1980;14/02/2024;12/08/2024;Voluntary - Career Change;Sales;Sales Consultant;88935;Band 2 (25-50%);Good;;;No;Yes
00-40532273;Anne;Robinson;Female;New York;New York City;Bachelor;03/09/1962;29/09/2018;28/03/2019;Voluntary - Career Change;Customer Service;Customer Service Representative;66358;Band 2 (25-50%);Good;;;No;Yes
00-81690398;Jonathan;Wood;Female;New York;New York City;Bachelor;09/06/1980;23/08/2016;;;Customer Service;Help Desk Technician;107632;Band 4 (Top 25%);Good;3.9;03/10/2018;No;Yes
00-84270583;Catherine;Adkins;Male;New York;New York City;Bachelor;25/03/1996;14/02/2017;08/11/2024;Voluntary - Career Change;Operations;Inventory Specialist;84706;Band 4 (Top 25%);Good;;;No;Yes
00-75884623;Kimberly;Martin;Female;New York;New York City;High School;21/02/1994;30/04/2016;27/01/2019;Involuntary - Performance;Operations;Inventory Specialist;64123;Band 1 (Bottom 25%);Needs Improvement;;;No;No
00-48163378;Daniel;Johnson;Male;New York;New York City;Master;09/12/1990;02/05/2019;29/03/2022;Voluntary - Career Change;IT;Software Developer;117172;Band 3 (50-75%);Good;;;Yes;No
00-34744872;Barbara;Odonnell;Male;Illinois;Chicago;Bachelor;13/11/1996;25/05/2024;21/11/2024;Voluntary - Better Opportunity;Marketing;Marketing Coordinator;70578;Band 2 (25-50%);Good;;;Yes;No
00-74119726;Randy;Espinoza;Male;Ohio;Cleveland;Bachelor;22/03/1996;30/01/2016;23/10/2023;Voluntary - Career Change;Sales;Sales Representative;79577;Band 2 (25-50%);Satisfactory;;;No;No
00-76001106;Brittany;Rivas;Male;New York;New York City;Bachelor;03/04/1986;04/04/2016;01/10/2016;Voluntary - Personal Reasons;Finance;Accountant;75458;Band 2 (25-50%);Satisfactory;;;Yes;No
00-17195288;Curtis;Barton;Female;New York;New York City;High School;03/07/1989;27/11/2017;19/12/2018;Involuntary - Redundancy;Marketing;Content Creator;56842;Band 1 (Bottom 25%);Needs Improvement;;;Yes;Yes
00-21432787;Gabrielle;Trujillo;Female;New York;New York City;Bachelor;30/04/1970;05/11/2018;04/05/2019;Involuntary - Performance;Customer Service;Support Specialist;61278;Band 1 (Bottom 25%);Satisfactory;;;No;Yes
00-65857931;Tonya;Patton;Female;New York;New York City;High School;26/05/1999;15/05/2021;11/11/2021;Involuntary - Performance;Customer Service;Help Desk Technician;84756;Band 3 (50-75%);Needs Improvement;;;No;No
00-80138498;Amanda;Stanley;Male;New York;New York City;Bachelor;26/05/1973;27/01/2018;26/07/2018;Voluntary - Personal Reasons;Sales;Sales Representative;79310;Band 2 (25-50%);Good;;;No;No
00-88990506;William;Peterson;Male;Illinois;Chicago;Bachelor;27/01/1977;25/11/2018;24/05/2019;Voluntary - Better Opportunity;Operations;Logistics Coordinator;56831;Band 1 (Bottom 25%);Excellent;;;No;No
00-93352876;Robert;Henry;Male;New York;New York City;High School;05/04/1970;17/06/2016;14/12/2016;Involuntary - Redundancy;Customer Service;Help Desk Technician;68757;Band 1 (Bottom 25%);Needs Improvement;;;No;No
00-37888820;Susan;Reid;Male;New York;New York City;Master;31/10/1977;18/11/2021;17/05/2022;Voluntary - Better Opportunity;IT;System Administrator;87920;Band 1 (Bottom 25%);Good;;;Yes;No
00-20896797;Steve;Hernandez;Male;Ohio;Columbus;Bachelor;30/10/1993;10/03/2017;28/08/2021;Voluntary - Personal Reasons;Finance;Accounts Payable Specialist;69015;Band 2 (25-50%);Good;;;No;Yes
00-20075036;Jessica;Sheppard;Female;New York;New York City;Bachelor;21/12/1973;15/04/2017;;;Finance;Accountant;122154;Band 4 (Top 25%);Satisfactory;3.1;07/05/2020;Yes;No
00-89699989;Christina;Gillespie;Male;New York;New York City;Bachelor;12/01/1964;28/10/2019;25/04/2020;Voluntary - Relocation;Customer Service;Help Desk Technician;66361;Band 1 (Bottom 25%);Excellent;;;No;No
00-48668783;Timothy;Graham;Female;New York;New York City;High School;16/06/1981;11/10/2022;09/04/2023;Voluntary - Career Change;Operations;Inventory Specialist;62151;Band 1 (Bottom 25%);Needs Improvement;;;No;No
00-70939053;Brittany;Morris;Female;New York;New York City;Bachelor;10/02/1975;05/04/2016;01/04/2024;Voluntary - Better Opportunity;Operations;Inventory Specialist;75497;Band 3 (50-75%);Excellent;;;No;Yes
